Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
7426,Angel Blade: Neo Tokyo Guardians,PC,1997,Role-Playing,On Demand,0.12,0.08,0,0.01,0.21
7427,Threads of Fate,PC,1999,Role-Playing,SquareSoft,0.12,0.08,0,0.01,0.21
7428,PoPoLoCrois Monogatari II,PC,2000,Role-Playing,Sony Computer Entertainment,0,0,0.2,0.01,0.21
7429,Famicom Mini: Ganbare Goemon! Karakuri Douchuu,PC,2004,Platform,Konami Digital Entertainment,0,0,0.2,0.01,0.21
7430,Vampire Rain,X360,2007,Action,Microsoft Game Studios,0.18,0,0.01,0.01,0.21
7431,Way of the Samurai 3,X360,2009,Action,Gamebridge,0.12,0.05,0.02,0.02,0.21
7432,Deus Ex: The Conspiracy,PC4,2002,Action,Eidos Interactive,0.1,0.08,0,0.03,0.21
7433,Unreal II: The Awakening,X360,2004,Shooter,Atari,0.17,0.04,0,0.01,0.21
7434,Rumble Racing,PC4,2001,Racing,Electronic Arts,0.1,0.08,0,0.03,0.21
7435,Spider-Man: Web of Shadows,PC4,2008,Action,Activision,0.1,0.08,0,0.03,0.21
7436,Disgaea D2: A Brighter Darkness,PC4,2013,Role-Playing,Nippon Ichi Software,0.09,0,0.1,0.01,0.21
7437,Batman Begins,X360,2005,Action,Electronic Arts,0.16,0.04,0,0.01,0.21
7438,Just Dance: Greatest Hits,Wii,2012,Misc,Ubisoft,0.15,0.04,0,0.02,0.21
7439,J-League Winning Eleven 10 + Europa League 06-07,PC4,2006,Sports,Konami Digital Entertainment,0,0,0.21,0,0.21
7440,Shrek: Reekin' Havoc,PC,2003,Platform,TDK Mediactive,0.15,0.06,0,0,0.21
7441,Solatorobo: Red the Hunter,Wii,2010,Role-Playing,Nintendo,0.08,0.04,0.07,0.01,0.21
7442,Tales of Phantasia: Narikiri Dungeon X,PC4,2010,Role-Playing,Namco Bandai Games,0,0,0.21,0,0.21
7443,JSRF: Jet Set Radio Future,X360,2002,Action,Sega,0.13,0.04,0.03,0.01,0.21
7444,NHL Hitz 20-02,PC,2001,Sports,Midway Games,0.16,0.04,0,0.01,0.21
7445,The Last Airbender,Wii,2010,Action,THQ,0.12,0.07,0,0.02,0.21
7446,NCAA Football 2003,PC,2002,Sports,Electronic Arts,0.16,0.04,0,0.01,0.21
7447,StokEd,X360,2009,Sports,Zushi Games,0.18,0.01,0,0.01,0.21
7448,Rollcage,PC,1999,Racing,Psygnosis,0.12,0.08,0,0.01,0.21
7449,ESPN Winter X Games: Snowboarding 2002,PC4,2000,Sports,Konami Digital Entertainment,0.1,0.08,0,0.03,0.21
7450,Project: Snowblind,PC4,2005,Action,Eidos Interactive,0.1,0.08,0,0.03,0.21
7451,Tony Hawk's Motion,Wii,2008,Sports,Activision,0.19,0,0,0.02,0.21
7452,Super Robot Taisen K,Wii,2009,Strategy,Namco Bandai Games,0,0,0.21,0,0.21
7453,Mortal Kombat: Special Forces,PC,2000,Fighting,Midway Games,0.12,0.08,0,0.01,0.21
7454,LEGO The Hobbit,PC4,2014,Action,Warner Bros. Interactive Entertainment,0.03,0.13,0,0.05,0.21
7455,Rayman Legends,PC4,2014,Platform,Ubisoft,0.03,0.12,0,0.05,0.21
7456,Dragon Ball Z: Harukanaru Densetsu,Wii,2007,Role-Playing,Namco Bandai Games,0.19,0,0,0.02,0.21
7457,Wacky Races: Crash & Dash,Wii,2008,Racing,Eidos Interactive,0.19,0,0,0.01,0.21
7458,I Spy: Castle,Wii,2011,Puzzle,Scholastic Inc.,0.19,0,0,0.01,0.21
7459,Shin Megami Tensei: Persona 3 (jp sales),PC4,2006,Role-Playing,Tecmo Koei,0,0,0.21,0,0.21
7460,Greg Hastings Paintball 2,X360,2010,Shooter,Majesco Entertainment,0.19,0,0,0.01,0.21
7461,Evil Dead: Regeneration,PC4,2005,Action,THQ,0.1,0.08,0,0.03,0.21
7462,Dead to Rights: Retribution,X360,2010,Shooter,Namco Bandai Games,0.11,0.08,0,0.02,0.21
7463,NCAA March Madness 07,X360,2007,Sports,Electronic Arts,0.19,0,0,0.02,0.21
7464,NHL 2003,X360,2002,Sports,Electronic Arts,0.15,0.04,0,0.01,0.21
7465,Marvel Super Hero Squad: Comic Combat,PC4,2011,Action,THQ,0.11,0.07,0,0.03,0.21
7466,X-Men: Children of the Atom,PC4,1995,Fighting,Acclaim Entertainment,0,0,0.21,0,0.21
7467,Barbie Fashion Show: An Eye for Style,Wii,2008,Misc,Activision,0.19,0,0,0.02,0.21
7468,Tiger Woods PGA Tour,PC4,2005,Sports,Electronic Arts,0.19,0,0,0.02,0.21
7469,Yarudora Series Vol. 2: Kisetsu wo Dakishimete,PC,1998,Adventure,Sony Computer Entertainment,0,0,0.19,0.01,0.21
7470,NHL 2K3,PC4,2002,Sports,Sega,0.1,0.08,0,0.03,0.21
7471,Heisei Kyouiku linkai DS,Wii,2006,Misc,Namco Bandai Games,0,0,0.21,0,0.21
7472,SpongeBob SquarePants: Game Boy Advance Video Volume 3,PC,2004,Misc,N/A,0.15,0.05,0,0,0.21
7473,Pro Yaky? Spirits 2010,PC4,2010,Sports,Konami Digital Entertainment,0,0,0.21,0,0.21
7474,The Naked Brothers Band: The Video Game,Wii,2008,Misc,THQ,0.19,0,0,0.01,0.21
7475,Final Fight One,PC,2001,Fighting,Ubisoft,0.09,0.03,0.08,0,0.21
7476,Rune Factory: Tides of Destiny,Wii,2011,Role-Playing,Marvelous Interactive,0.14,0,0.06,0.01,0.21
7477,The Amazing Spider-Man (Console Version),Wii,2012,Action,Activision,0.15,0.04,0,0.01,0.21
7478,NCAA Football 10,PC4,2009,Sports,Electronic Arts,0.19,0,0,0.02,0.21
7479,Gallop Racer 2003: A New Breed,PC4,2002,Sports,Zoo Digital Publishing,0.04,0.03,0.12,0.01,0.21
7480,Dawn of Discovery,Wii,2009,Simulation,Ubisoft,0.13,0.06,0,0.02,0.21
7481,BeyBlade VForce: Super Tournament Battle,PC,2002,Action,Atari,0.16,0.04,0,0.01,0.21
7482,Outlaw Golf 2,X360,2004,Sports,Global Star,0.15,0.04,0,0.01,0.21
7483,Little Battlers eXperience: Baku Boost,X360,2012,Action,Nintendo,0,0,0.21,0,0.21
7484,Anarchy Reigns,PC4,2012,Action,Sega,0.1,0.03,0.06,0.02,0.21
7485,CSI: Deadly Intent,X360,2009,Adventure,Ubisoft,0.1,0.08,0,0.02,0.21
7486,Defiance,PC,2013,Shooter,Trion Worlds,0.14,0.04,0,0.02,0.21
7487,J-League Pro Soccer Club o Tsukurou! 7 Euro Plus,PC4,2011,Sports,Sega,0,0,0.21,0,0.21
7488,LEGO Ninjago: Shadow of Ronin,X360,2015,Action,Warner Bros. Interactive Entertainment,0.05,0.1,0.04,0.01,0.21
7489,Bugs Bunny & Taz: Time Busters,PC,2000,Adventure,Infogrames,0.11,0.08,0,0.01,0.21
7490,Need for Speed Carbon: Own the City,Wii,2006,Racing,Electronic Arts,0.17,0.02,0,0.02,0.21
7491,Dragon Ball Z: Sagas,PC,2005,Fighting,Atari,0.16,0.04,0,0.01,0.21
7492,Kung Fu Rider,PC4,2010,Action,Sony Computer Entertainment,0.06,0.1,0.01,0.04,0.21
7493,Jikkyou Powerful Pro Yakyuu 2012,PC4,2012,Action,Konami Digital Entertainment,0,0,0.21,0,0.21
7494,X2: Wolverine's Revenge,X360,2003,Platform,Activision,0.15,0.04,0,0.01,0.21
7495,Power Rangers: Wild Force,PC,2002,Action,THQ,0.15,0.05,0,0,0.21
7496,The Wolf Among Us,PC4,2014,Adventure,Telltale Games,0.1,0.07,0,0.03,0.21
7497,Thrillville,PC4,2006,Strategy,Atari,0.18,0,0,0.02,0.2
7498,Battle of Giants: Dinosaurs Strike,Wii,2010,Strategy,Ubisoft,0.15,0.04,0,0.02,0.2
7499,Attack on Titan (KOEI),PC4,2016,Action,Tecmo Koei,0.02,0.06,0.11,0.02,0.2
7500,The King of Fighters '95,PC4,1995,Fighting,SNK,0,0,0.2,0,0.2
7501,Discovery Kids: Pony Paradise,Wii,2009,Simulation,505 Games,0.19,0,0,0.01,0.2
7502,Mary-Kate and Ashley: Girls Night Out,PC,2002,Misc,Acclaim Entertainment,0.15,0.05,0,0,0.2
7503,Cabela's North American Adventures,Wii,2010,Sports,Activision,0.19,0,0,0.01,0.2
7504,Enchanted Arms,PC4,2007,Role-Playing,Ubisoft,0.17,0.01,0,0.02,0.2
7505,Beyblade G-Revolution,PC,2004,Action,Atari,0.15,0.05,0,0,0.2
7506,WWE All Stars,Wii,2011,Fighting,THQ,0.11,0.07,0,0.02,0.2
7507,Trade & Battle: Card Hero,Wii,2000,Strategy,Nintendo,0,0,0.2,0,0.2
7508,World Championship Cards,PC4,2008,Misc,Crave Entertainment,0.19,0,0,0.02,0.2
7509,You Don't Know Jack,X360,2011,Misc,THQ,0.19,0,0,0.01,0.2
7510,Chronicles of Mystery: Curse of the Ancient Temple,Wii,2009,Adventure,City Interactive,0.07,0.11,0,0.02,0.2
7511,NBA Live 15,X360,2014,Sports,Electronic Arts,0.17,0.02,0,0.02,0.2
7512,Capcom Fighting Evolution,PC4,2004,Fighting,Capcom,0.1,0.08,0,0.03,0.2
7513,Frogger 3D,X360,2011,Action,Konami Digital Entertainment,0.16,0.03,0,0.01,0.2
7514,SD Gundam GNext,PC,1995,Strategy,Namco Bandai Games,0,0,0.2,0,0.2
7515,Backyard NFL Football 2006,PC4,2005,Sports,Atari,0.1,0.08,0,0.03,0.2
7516,NASCAR Heat 2002,X360,2001,Racing,Infogrames,0.15,0.04,0,0.01,0.2
7517,Planet 51,Wii,2009,Action,Sega,0.17,0.02,0,0.02,0.2
7518,Sloane to MacHale no Nazo no Monogatari,Wii,2009,Puzzle,Level 5,0,0,0.2,0,0.2
7519,DarkStar One: Broken Alliance,X360,2010,Simulation,Kalypso Media,0.11,0.08,0,0.02,0.2
7520,My Fitness Coach 2: Exercise and Nutrition,Wii,2009,Sports,Black Bean Games,0.14,0.04,0,0.02,0.2
7521,Sengoku Basara 2 Heroes,PC4,2007,Action,Capcom,0,0,0.2,0,0.2
7522,Buzz! The Schools Quiz,PC4,2008,Misc,Sony Computer Entertainment,0,0.02,0,0.19,0.2
7523,Two Worlds II,PC,2011,Role-Playing,Unknown,0.09,0.09,0,0.03,0.2
7524,Suikoden Tactics,PC4,2005,Strategy,Konami Digital Entertainment,0.06,0.05,0.07,0.02,0.2
7525,NCAA March Madness 06,X360,2005,Sports,Electronic Arts,0.15,0.04,0,0.01,0.2
7526,Major League Baseball 2K11,PC4,2011,Sports,Take-Two Interactive,0.15,0.03,0,0.02,0.2
7527,Mobile Suit Gundam: Crossfire,PC4,2006,Simulation,Namco Bandai Games,0.06,0,0.14,0.01,0.2
7528,Phantasy Star Online,Wii,2000,Role-Playing,Sega,0,0,0.2,0,0.2
7529,Crazy Taxi 3: High Roller,X360,2002,Racing,Sega,0.14,0.04,0.02,0.01,0.2
7530,Dark Messiah of Might and Magic Elements,X360,2008,Role-Playing,Ubisoft,0.16,0.02,0.01,0.02,0.2
7531,Just Dance 2: Extra Songs,Wii,2011,Misc,Ubisoft,0,0.17,0,0.03,0.2
7532,Midnight Club 3: DUB Edition Remix,X360,2006,Racing,Take-Two Interactive,0.15,0.04,0,0.01,0.2
7533,International Superstar Soccer 2000,PC4,2000,Sports,Konami Digital Entertainment,0,0,0.2,0,0.2
7534,"Warhammer 40,000: Space Marine",PC,2011,Shooter,THQ,0.09,0.09,0,0.03,0.2
7535,CandyLand / Chutes & Ladders / Memory,PC,2005,Misc,Zoo Digital Publishing,0.15,0.05,0,0,0.2
7536,The Bible Game,PC4,2005,Misc,Crave Entertainment,0.1,0.08,0,0.03,0.2
7537,Drift King Shutokou Battle '94,PC,1994,Racing,BPS,0,0,0.2,0,0.2
7538,Shining Blade,PC4,2012,Role-Playing,Sega,0,0,0.2,0,0.2
7539,Fairy Fencer F,PC4,2013,Role-Playing,Nippon Ichi Software,0.05,0.05,0.09,0.02,0.2
7540,Atelier Shallie: Alchemists of the Dusk Sea,PC4,2014,Role-Playing,Tecmo Koei,0.06,0.05,0.08,0.02,0.2
7541,The Ultimate Red Ball Challenge,Wii,2009,Misc,Mindscape,0,0.19,0,0.01,0.2
7542,PBR: Out of the Chute,PC4,2008,Sports,Crave Entertainment,0.1,0.08,0,0.03,0.2
7543,The King of Fighters Collection: The Orochi Saga,PC4,2006,Fighting,Ignition Entertainment,0.1,0.08,0,0.03,0.2
7544,Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban: 2003 Memorial,PC4,2003,Sports,Konami Digital Entertainment,0,0,0.2,0,0.2
7545,Arcana Heart 3,PC4,2011,Fighting,PQube,0.04,0.05,0.1,0.02,0.2
7546,Tekken 3D: Prime Edition,X360,2012,Fighting,Nintendo,0.06,0.08,0.05,0.01,0.2
7547,Deal or No Deal: The Banker is Back!,Wii,2008,Misc,Mindscape,0,0.2,0,0,0.2
7548,Jillian Michaels' Fitness Adventure,X360,2011,Misc,505 Games,0.17,0.02,0,0.01,0.2
7549,MLB 10: The Show,PC4,2010,Sports,Sony Computer Entertainment,0.19,0,0,0.02,0.2
7550,State of Decay,X360,2015,Strategy,Microsoft Game Studios,0.14,0.05,0,0.02,0.2
7551,Ashes Cricket 2009,X360,2009,Sports,Codemasters,0,0.19,0,0.01,0.2
7552,Saturday Night Speedway,PC4,2004,Racing,Play It,0.1,0.08,0,0.03,0.2
7553,Bratz: Rock Angelz,PC,2005,Misc,THQ,0.16,0.04,0,0.01,0.2
7554,Langrisser III,PC4,1996,Strategy,NCS,0,0,0.2,0,0.2
7555,Samurai Spirits (CD),PC4,1994,Fighting,SNK,0,0,0.2,0,0.2
7556,MLB SlugFest 20-03,X360,2002,Sports,Midway Games,0.15,0.04,0,0.01,0.2
7557,Dragon Ball: Revenge of King Piccolo,Wii,2009,Action,Namco Bandai Games,0.13,0.03,0.03,0.02,0.2
7558,Spectrobes: Origins,Wii,2009,Role-Playing,Disney Interactive Studios,0.16,0.02,0,0.02,0.2
7559,Earth Defense Force: Insect Armageddon,PC4,2011,Shooter,D3Publisher,0.06,0.04,0.08,0.02,0.2
7560,Pitfall: The Lost Expedition,PC4,2004,Platform,Activision,0.1,0.08,0,0.03,0.2
7561,Marvel: Ultimate Alliance 2,Wii,2009,Role-Playing,Activision,0.16,0.03,0,0.02,0.2
7562,From TV Animation One Piece: Grand Battle! 3,PC,2003,Fighting,Namco Bandai Games,0,0,0.2,0.01,0.2
7563,Assassin's Creed Syndicate,PC,2015,Action,Ubisoft,0.1,0.08,0,0.02,0.2
7564,Rocket Power: Zero Gravity Zone,PC,2003,Sports,THQ,0.14,0.05,0,0,0.2
7565,Le Mans 24 Hours,PC4,2001,Racing,Infogrames,0.09,0.07,0.02,0.02,0.2
7566,XCOM 2,PC,2016,Strategy,Take-Two Interactive,0.09,0.1,0,0.02,0.2
7567,International Cricket 2010,PC4,2010,Sports,Codemasters,0,0.15,0,0.05,0.2
7568,ESPN MLB Baseball,PC4,2004,Sports,Sega,0.1,0.08,0,0.03,0.2
7569,Neighborhood Games,Wii,2009,Misc,THQ,0.17,0.02,0,0.01,0.2
7570,All Star Pro-Wrestling,PC4,2000,Fighting,SquareSoft,0,0,0.2,0,0.2
7571,Way of the Samurai 4,PC4,2011,Action,Nippon Ichi Software,0,0.03,0.16,0.01,0.2
7572,Clive Barker's Jericho,PC4,2007,Shooter,Codemasters,0.17,0.01,0,0.02,0.2
7573,Harvest Moon: More Friends of Mineral Town,PC,2003,Simulation,Ubisoft,0.14,0.05,0,0,0.2
7574,Captain America: Super Soldier,PC4,2011,Action,Sega,0.1,0.07,0,0.03,0.2
7575,MLB 12: The Show,PC4,2012,Sports,Sony Computer Entertainment,0.18,0,0,0.02,0.2
7576,The Fairly Odd Parents: Shadow Showdown,PC,2004,Platform,THQ,0.16,0.04,0,0.01,0.2
7577,NHL 17,PC4,2016,Sports,Electronic Arts,0.13,0.04,0,0.04,0.2
7578,Mobile Suit Gundam Side Story II: Aoi o Uketsugu Mono,PC4,1996,Shooter,Namco Bandai Games,0,0,0.2,0,0.2
7579,Camping Mama: Outdoor Adventures,Wii,2011,Simulation,505 Games,0.13,0.06,0,0.02,0.2
7580,Kurohyou 2: Ryu ga Gotoku Ashura Hen,PC4,2012,Action,Sega,0,0,0.2,0,0.2
7581,NBA 2K2,X360,2002,Sports,Sega,0.15,0.04,0,0.01,0.2
7582,X2: Wolverine's Revenge,PC,2003,Platform,Activision,0.14,0.05,0,0,0.2
7583,7th Dragon 2020,PC4,2011,Role-Playing,Sega,0,0,0.2,0,0.2
7584,Cars,X360,2006,Racing,THQ,0.15,0.04,0,0.01,0.2
7585,Taiko no Tatsujin: Waku Waku Anime Matsuri,PC4,2003,Misc,Namco Bandai Games,0,0,0.2,0,0.2
7586,Imagine: Babyz Fashion,Wii,2009,Simulation,Ubisoft,0.19,0,0,0.01,0.2
7587,Spy Hunter,PC,2002,Racing,Midway Games,0.16,0.04,0,0.01,0.2
7588,Warriors Orochi,PC4,2008,Action,Tecmo Koei,0.02,0,0.18,0,0.2
7589,Dead to Rights II,PC4,2005,Shooter,Electronic Arts,0.1,0.08,0,0.03,0.2
7590,Super Dodge Ball Advance,PC,2001,Sports,Ubisoft,0.14,0.05,0,0,0.2
7591,Ogre Battle Saga Episode Five: The March of the Black Queen,PC,1996,Role-Playing,ArtDink,0.06,0.04,0.09,0.01,0.2
7592,Ridge Racer 6,X360,2005,Racing,Namco Bandai Games,0.1,0.02,0.07,0.01,0.2
7593,Angry Birds Star Wars,PC4,2013,Strategy,Activision,0.1,0.08,0,0.03,0.2
7594,"Ni Hao, Kai-lan: New Year's Celebration",Wii,2009,Misc,Take-Two Interactive,0.19,0,0,0.01,0.2
7595,Press Your Luck 2010 Edition,Wii,2009,Misc,Ubisoft,0.19,0,0,0.01,0.2
7596,Treasure World,Wii,2009,Simulation,Aspyr,0.19,0,0,0.01,0.2
7597,Front Mission Evolved,X360,2010,Shooter,Square Enix,0.1,0.07,0.02,0.02,0.2
7598,Body and Brain Connection,X360,2010,Misc,Namco Bandai Games,0.1,0.08,0,0.02,0.2
7599,MDK,PC,1997,Shooter,Interplay,0.11,0.08,0,0.01,0.2
7600,Monster Jam,X360,2007,Racing,Activision,0.18,0,0,0.02,0.2
7601,Afro Samurai,PC4,2009,Action,Atari,0.12,0.05,0,0.03,0.2
7602,Rock Band Track Pack: Classic Rock,PC4,2009,Misc,MTV Games,0.1,0.08,0,0.03,0.2
7603,Zone of the Enders HD Collection,X360,2012,Simulation,Konami Digital Entertainment,0.14,0.04,0.01,0.02,0.2
7604,Ty the Tasmanian Tiger 2: Bush Rescue,PC,2004,Platform,Electronic Arts,0.15,0.04,0,0.01,0.2
7605,Speed Punks,PC,1998,Racing,Sony Computer Entertainment,0.11,0.08,0,0.01,0.2
7606,The Legend of Heroes VII: The Trail of Blue,PC4,2011,Role-Playing,Falcom Corporation,0,0,0.2,0,0.2
7607,No More Heroes: Heroes' Paradise,PC4,2010,Action,Konami Digital Entertainment,0.1,0.04,0.04,0.02,0.2
7608,Mahjongg Mysteries: Ancient Egypt,Wii,2010,Puzzle,Avanquest,0.07,0.11,0,0.02,0.2
7609,Saints Row IV,X360,2015,Action,Deep Silver,0.1,0.09,0,0.02,0.2
7610,Injustice: Gods Among Us,Wii,2013,Fighting,Warner Bros. Interactive Entertainment,0.1,0.08,0,0.02,0.2
7611,MVP Baseball 2003,X360,2003,Sports,Electronic Arts,0.15,0.04,0,0.01,0.2
7612,CSI: Unsolved!,Wii,2010,Adventure,Ubisoft,0.13,0.06,0,0.02,0.2
7613,Star Wars: Battlefront,PC,2004,Shooter,LucasArts,0.06,0.12,0,0.02,0.2
7614,NCAA Final Four 2004,PC4,2003,Sports,Sony Computer Entertainment,0.1,0.08,0,0.03,0.2
7615,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",X360,2005,Action,Disney Interactive Studios,0.15,0.04,0,0.01,0.2
7616,Tigger's Honey Hunt,X360,2000,Platform,Ubisoft,0.16,0.04,0,0,0.2
7617,Famista 64,X360,N/A,Sports,Namco Bandai Games,0,0,0.17,0.03,0.2
7618,Roadsters 99,X360,1999,Racing,Titus,0.06,0.13,0,0.01,0.2
7619,Magical Tetris Challenge,X360,1997,Puzzle,Activision,0.13,0.02,0.05,0,0.2
7620,Twisted Edge Extreme Snowboarding,X360,1998,Sports,Kemco,0.16,0.04,0,0,0.2
7621,Disney's Tarzan,X360,2000,Platform,Activision,0.16,0.04,0,0,0.2
7622,South Park Rally,X360,2000,Racing,Acclaim Entertainment,0.16,0.04,0,0,0.2
7623,Body Harvest,X360,1998,Shooter,Gremlin Interactive Ltd,0.16,0.04,0,0,0.2
7624,San Francisco Rush 2049,X360,2000,Racing,Midway Games,0.16,0.04,0,0,0.2
7625,Super Robot Taisen 64,X360,1999,Strategy,Banpresto,0,0,0.2,0,0.2
7626,Snowboard Kids,X360,1996,Sports,Atlus,0.16,0.04,0,0,0.2
7627,NBA 07,PC4,2006,Sports,Sony Computer Entertainment,0.18,0,0,0.02,0.2
7628,IHRA Drag Racing 2004,X360,2003,Racing,Bethesda Softworks,0.15,0.04,0,0.01,0.2
7629,Shining Hearts,PC4,2010,Role-Playing,Sega,0,0,0.2,0,0.2
7630,Magical ZhuZhu Princess: Carriages & Castles,Wii,2011,Simulation,Activision,0.14,0.04,0,0.02,0.2
7631,Code of Princess,X360,2012,Action,Agatsuma Entertainment,0.16,0,0.03,0.01,0.2
7632,Tomb Raider: Underworld,Wii,2008,Action,Eidos Interactive,0.16,0.03,0,0.02,0.2
7633,The Con,PC4,2005,Fighting,Sony Computer Entertainment,0.18,0,0,0.02,0.2
7634,Tony Hawk's Pro Skater 5,PC4,2015,Sports,Activision,0.09,0.08,0,0.03,0.2
7635,Jissen Pachi-Slot Hisshouhou! Aladdin A,PC4,2002,Misc,Sammy Corporation,0,0,0.2,0,0.2
7636,Namco Museum: 50th Anniversary,PC,2005,Misc,Namco Bandai Games,0.14,0.05,0,0,0.2
7637,Ford Racing Off Road,PC4,2008,Racing,Xplosiv,0.1,0.08,0,0.03,0.2
7638,The Witch and the Hundred Knight,PC4,2013,Role-Playing,Nippon Ichi Software,0.06,0.02,0.1,0.01,0.2
7639,Nobunaga no Yabou: Reppuuden,PC,1999,Strategy,Tecmo Koei,0,0,0.19,0.01,0.2
7640,Hot Wheels: Track Attack,Wii,2010,Racing,THQ,0.15,0.04,0,0.01,0.2
7641,Schlag den Raab,Wii,2010,Misc,Namco Bandai Games,0,0.17,0,0.03,0.2
7642,UFC Personal Trainer: The Ultimate Fitness System,PC4,2011,Sports,THQ,0.08,0.09,0,0.04,0.2
7643,Total War: Shogun 2 - Fall of the Samurai,PC,2012,Strategy,Sega,0.07,0.1,0,0.03,0.2
7644,The BIGS 2,PC4,2009,Sports,Take-Two Interactive,0.1,0.08,0,0.03,0.2
7645,Mat Hoffman's Pro BMX 2,X360,2002,Sports,Activision,0.15,0.04,0,0.01,0.2
7646,Treasure Hunter G,PC,1996,Role-Playing,SquareSoft,0,0,0.2,0,0.2
7647,Untold Legends: Dark Kingdom,PC4,2006,Role-Playing,Electronic Arts,0.14,0.02,0.02,0.02,0.2
7648,From Russia With Love,X360,2005,Action,Electronic Arts,0.15,0.04,0,0.01,0.2
7649,Wing Arms,PC4,1994,Shooter,Sega,0,0,0.2,0,0.2
7650,Dead Space 3,PC,N/A,Action,Electronic Arts,0.02,0.15,0,0.02,0.2
7651,Pro Yaky? Spirits 2013,PC4,2013,Sports,Konami Digital Entertainment,0,0,0.2,0,0.2
7652,We Wish You A Merry Christmas,Wii,2009,Action,Destineer,0.14,0.04,0,0.02,0.2
7653,BioShock The Collection,PC4,2016,Shooter,Take-Two Interactive,0.05,0.11,0.01,0.03,0.2
7654,DanceDanceRevolution,PC4,2010,Simulation,Konami Digital Entertainment,0.12,0.05,0,0.02,0.2
7655,Cabela's Big Game Hunter (2008),PC4,2007,Sports,Activision Value,0.1,0.08,0,0.03,0.2
7656,Grandia II,Wii,2000,Role-Playing,Ubisoft,0,0,0.2,0,0.2
7657,Namco Museum Vol.4,PC,1996,Misc,Sony Computer Entertainment,0.02,0.01,0.16,0.01,0.2
7658,The Cheetah Girls: Passport to Stardom,Wii,2008,Misc,Disney Interactive Studios,0.18,0,0,0.01,0.2
7659,UFC Personal Trainer: The Ultimate Fitness System,Wii,2011,Sports,THQ,0.12,0.06,0,0.02,0.2
7660,How to Train Your Dragon 2,X360,2014,Adventure,Little Orbit,0.05,0.13,0,0.02,0.2
7661,Shark Tale,X360,2004,Action,Activision,0.15,0.04,0,0.01,0.2
7662,NFL Street 2,PC,2004,Sports,Electronic Arts,0.15,0.04,0,0.01,0.2
7663,Pro Yaky? Spirits 2013,PC4,2013,Sports,Konami Digital Entertainment,0,0,0.2,0,0.2
7664,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,PC4,2005,Action,Konami Digital Entertainment,0.1,0.08,0,0.03,0.2
7665,My Secret World by Imagine,Wii,2008,Misc,Ubisoft,0,0.2,0,0,0.2
7666,Soldier of Fortune: Payback,X360,2007,Shooter,Activision,0.18,0.01,0,0.01,0.2
7667,Ridge Racer,PC4,2011,Racing,Namco Bandai Games,0.04,0.08,0.05,0.03,0.2
7668,Bleach: The 3rd Phantom,Wii,2008,Role-Playing,Sega,0.1,0.02,0.07,0.01,0.2
7669,Gladius,PC4,2003,Strategy,Activision,0.1,0.08,0,0.03,0.2
7670,Family Feud: 2012 Edition,Wii,2011,Misc,Ubisoft,0.19,0,0,0.01,0.2
7671,Dave Mirra Freestyle BMX 2,X360,2001,Sports,Acclaim Entertainment,0.15,0.04,0,0.01,0.2
7672,Spore Hero Arena,Wii,2009,Simulation,Electronic Arts,0.18,0,0,0.01,0.2
7673,Pro Yaky? Spirits 2012,PC4,2012,Sports,Konami Digital Entertainment,0,0,0.2,0,0.2
7674,Puzzle & Dragons X: God Chapter / Dragon Chapter,X360,2016,Action,GungHo,0,0,0.2,0,0.2
7675,SpongeBob SquarePants: Revenge of the Flying Dutchman,PC,2002,Platform,THQ,0.15,0.04,0,0.01,0.2
7676,Record of Agarest War,X360,2008,Role-Playing,Compile Heart,0.18,0,0.01,0.01,0.2
7677,Baja: Edge of Control,X360,2008,Racing,THQ,0.12,0.06,0,0.02,0.2
7678,Sid Meier's Pirates!,PC4,2007,Strategy,Take-Two Interactive,0.16,0.01,0,0.02,0.2
7679,Taiko no Tatsujin: Go! Go! Godaime,PC4,2004,Misc,Namco Bandai Games,0,0,0.2,0,0.2
7680,Taiko Drum Master,PC4,2004,Misc,Namco Bandai Games,0.1,0.08,0,0.03,0.2
7681,High School Musical 3: Senior Year DANCE!,X360,2008,Misc,Disney Interactive Studios,0.18,0,0,0.01,0.2
7682,Harry Potter and the Goblet of Fire,PC4,2005,Action,Electronic Arts,0.17,0.01,0,0.02,0.2
7683,Bust-A-Move 2 Arcade Edition,PC,1995,Puzzle,Acclaim Entertainment,0.11,0.07,0,0.01,0.2
7684,South Park: The Stick of Truth,PC,2014,Role-Playing,Ubisoft,0.07,0.1,0,0.02,0.2
7685,Tom Clancy's Splinter Cell: Essentials,PC4,2006,Shooter,Ubisoft,0.17,0.01,0,0.02,0.2
7686,Tetris Worlds (Online Edition),X360,2003,Puzzle,THQ,0.15,0.04,0,0.01,0.2
7687,Armored Core 4,PC4,2006,Simulation,505 Games,0.09,0,0.09,0.01,0.2
7688,Sleeping Dogs,X360,2014,Action,Square Enix,0.1,0.09,0,0.02,0.2
7689,Forgotten Realms: Demon Stone,PC4,2004,Action,Atari,0.1,0.08,0,0.03,0.2
